SeqNumber	rrtf_1v2.p	rrtf_1v2.d1	rrtf_1v2.d2	rrtf_1v3.p	rrtf_1v3.d1	rrtf_1v3.d2	rrtf_1v4.p	rrtf_1v4.d1	rrtf_1v4.d2	rrtf_2v3.p	rrtf_2v3.d1	rrtf_2v3.d2	rrtf_2v4.p	rrtf_2v4.d1	rrtf_2v4.d2	rrtf_3v4.p	rrtf_3v4.d1	rrtf_3v4.d2
40878	0.998401	0	0	0.0256246	0.0335629	0.0045634	0.0256254	0.0334035	0.00454039	0.0256253	0.0334081	0.00454151	0.0256253	0.0334082	0.00454153	1	0	0
40881	0.249233	0.00183883	0	0.976585	0.00723461	0.0075479	0.976322	0.00723773	0.0075501	0.728106	0.00639489	0.0102562	0.728121	0.00639551	0.0102553	0.995865	0	0
40882	0.776524	0.0162918	0.0122766	0.00660314	0.375392	0.195353	0.00567702	0.365873	0.189429	0.00881155	0.362997	0.20599	0.00752948	0.353942	0.199746	0.648427	0.0031925	0
40883	0.988766	0.00618072	0.00606037	0.00356714	0.0567576	0.180723	0.00356713	0.0567285	0.180554	0.00430199	0.0623787	0.181868	0.004302	0.0623805	0.181877	1	0	0
40884	0.999036	0	0	0.289056	0.144209	0.21164	0.0689709	0.134913	0.236146	0.289038	0.144395	0.212045	0.068971	0.134916	0.236154	0.02641	0.00283543	0.0230951
40885	1	0	0	0.0391948	0.00378433	0.0266679	0.0391958	0.00382241	0.0269406	0.0391954	0.00382186	0.0269366	0.0391955	0.00382205	0.0269379	1	0	0
40887	0.313396	0	0.0262808	0.924425	0.159823	0.173245	0.924376	0.15989	0.173239	0.76637	0.192262	0.145818	0.766369	0.192273	0.145828	1	0	0
40888	0.290894	0	0.00911401	0.1095	0.16576	0.340331	0.18579	0.159896	0.286205	0.138695	0.183853	0.371692	0.23855	0.180347	0.311399	0.135792	0.016705	0
40889	0.961763	0.0295325	0.0516884	0.0203257	0.337359	0.166171	0.020326	0.337175	0.166116	0.0121028	0.329867	0.153268	0.0121028	0.32992	0.153294	0.992687	0	0
40890	0.380513	0.0230562	0.0153681	0.482481	0.180103	0.155308	0.482418	0.180286	0.15542	0.719938	0.175994	0.162861	0.719946	0.17599	0.162858	1	0	0
40892	0.603743	0.00330355	0.00166935	0.0576846	0.0861923	0.138159	0.0576852	0.0861784	0.138146	0.0500599	0.0879519	0.141461	0.0500516	0.087775	0.141151	1	0	0
40893	1	0	0	0.648086	0.00290558	0.00407781	0.647582	0.0029636	0.00415929	0.647454	0.00298744	0.00419423	0.647463	0.00299716	0.00420707	1	0	0
40894	1	0	0	0.655767	0.00490127	0.00387395	0.65551	0.00493564	0.00390182	0.655459	0.00496222	0.00392458	0.655473	0.00495592	0.0039194	1	0	0
40895	0.493596	0	0.00551578	0.923939	0.030488	0.0290644	0.924252	0.0305646	0.0291524	0.78498	0.0350146	0.030646	0.784981	0.0350247	0.0306558	1	0	0
40896	1	0	0	0.00998368	0	0.257436	0.0099843	0	0.256884	0.00998427	0	0.256899	0.00998425	0	0.25691	1	0	0
40898	1	0	0	0.928371	0.0239576	0.0227069	0.928617	0.0239271	0.0226998	0.928515	0.0239335	0.0227062	0.928513	0.0239356	0.0227065	1	0	0
40901	0.240895	0	0.00534505	0.184488	0.014623	0.0376526	0.184487	0.0146235	0.0376546	0.355011	0.0198728	0.0362561	0.355011	0.0198733	0.0362473	1	0	0
40903	0.558709	0.00113523	0.00241865	0.41684	0.0310106	0.0425457	0.416848	0.0310078	0.0425372	0.504685	0.0344601	0.0445911	0.504697	0.0344523	0.0445824	1	0	0
40904	0.996974	0	0	0.560947	0.00179312	0.00366678	0.560378	0.00174903	0.0035764	0.560609	0.00171351	0.00350299	0.560593	0.00170368	0.00348257	0.996993	0	0
40906	0.37146	0	0.0037454	0.94681	0.0453516	0.0488733	0.946567	0.0454239	0.0489301	0.880751	0.0515079	0.04381	0.880884	0.0514357	0.0438074	1	0	0
40907	0.0421662	0	0.00548035	0.993474	0.0109069	0.0109349	1	0.0107943	0.0108229	0.357848	0.0139874	0.00785325	0.357848	0.0139879	0.00785355	1	0	0
40908	0.998091	0	0	0.955448	0.0552438	0.0539675	0.95582	0.0551929	0.0539731	0.955751	0.0552515	0.0539194	0.955881	0.055193	0.0539738	1	0	0
40909	0.981082	0.00763268	0.00783931	0.189283	0.131321	0.0778808	0.189282	0.131381	0.0779073	0.187698	0.127366	0.075562	0.187702	0.127385	0.0755709	1	0	0
40910	0.306763	0	0.00832902	0.102213	0.0951829	0.182953	0.102229	0.0950901	0.182539	0.140189	0.0972088	0.172506	0.140195	0.0972058	0.172513	1	0	0
40913	0.696143	0.00603925	0.00268925	0.117767	0.0623519	0.129208	0.11777	0.0624015	0.129227	0.0945179	0.0530043	0.120834	0.0945162	0.0530045	0.12078	1	0	0
40914	1	0	0	0.632476	0.110466	0.134993	0.605242	0.104333	0.129566	0.632472	0.110471	0.134996	0.605247	0.104335	0.129572	0.938301	0.0038735	0.00439086
40915	0.0218849	0	0.00691614	0.155486	0.0391141	0.0757949	0.155478	0.03917	0.0758823	0.434302	0.0518899	0.0721432	0.43421	0.0517811	0.0720159	1	0	0
40917	0.253549	0.00956952	0.00211896	0.184364	0.0755785	0.10727	0.184357	0.0756339	0.107364	0.102776	0.0675404	0.103486	0.102776	0.067545	0.103495	0.996903	0	0
40918	0.61355	0.0116664	0	0.0123224	0.172316	0.0493893	0.0123224	0.172646	0.0494461	0.0151212	0.188955	0.0531685	0.015121	0.189003	0.0531737	0.996767	0	0
40919	0.115326	0	0.00265353	0.0057667	0.0619733	0.109923	0.00576693	0.0619475	0.109885	0.010509	0.0662235	0.111882	0.010509	0.0662191	0.111879	0.997641	0	0
40921	0.607343	0.00664332	0.012638	0.00554432	0.0116386	0.0756588	0.00554431	0.0116327	0.0756174	0.0111581	0.0144188	0.0926804	0.011158	0.0144175	0.0926832	1	0	0
40922	0.697774	0	0.0374884	0.430734	0.111702	0.162086	0.430633	0.111781	0.162228	0.508135	0.110363	0.148607	0.508139	0.110364	0.14862	0.997284	0	0
40923	1	0	0	0.646084	0.00321444	0.00962346	0.645992	0.00320877	0.00961446	0.646024	0.00321666	0.00961917	0.646027	0.00321617	0.00960862	1	0	0
40924	0.00726941	0.0680651	0.00664456	0.179987	0.106855	0.0533758	0.179995	0.107276	0.0535799	0.593755	0.0343944	0.0510862	0.59376	0.0344185	0.0511211	1	0	0
40925	0.99453	0	0	0.241893	0	0.00469748	0.241893	0	0.00470055	0.241886	0	0.00470764	0.241891	0	0.00470114	1	0	0
40926	0.990996	0	0	0.986843	0.0150254	0.0148161	0.985718	0.0150383	0.0148296	0.985706	0.0150405	0.0148316	0.985754	0.0150393	0.0148286	0.989343	0	0
40927	0.0540408	0.00305535	0	0.291917	0.141767	0.172305	0.291916	0.141782	0.172299	0.199523	0.136228	0.172917	0.199566	0.136229	0.172917	1	0	0
40928	0.53542	0.01022	0	0.987317	0.103115	0.103819	0.986279	0.102941	0.103668	0.930679	0.094187	0.0977935	0.930259	0.0941438	0.0977415	1	0	0
40929	0.487577	0.0083607	0.00399229	0.629293	0.0331832	0.0265011	0.629299	0.0331839	0.0265018	0.682461	0.0304305	0.024866	0.682488	0.0304051	0.0248469	1	0	0
40930	0.865083	0.00884476	0.00425864	0.993879	0.11845	0.118835	1	0.118336	0.118574	0.980873	0.115898	0.116993	0.981176	0.115898	0.116989	0.998736	0	0
40931	0.499819	0.00191178	0	0.972271	0.00817512	0.00838496	0.972215	0.00825667	0.00846698	0.872026	0.0093471	0.0104873	0.871696	0.00935715	0.0104996	1	0	0
40932	0.263018	0.00247987	0	0.919002	0.0614595	0.0654845	0.958675	0.0622818	0.0605879	0.790427	0.0600211	0.0703978	0.905045	0.0611087	0.0650088	0.271358	0.00271224	0
40933	0.204335	0.000110102	0.00921795	0.546226	0.0721402	0.0826684	0.546226	0.072145	0.0826748	0.806383	0.0763728	0.0805486	0.806375	0.0763712	0.0805468	1	0	0
40935	0.240689	0.00121572	0	0.261412	0.00120755	0	0.261209	0.00117586	0	0.963486	0.00119599	0.00128688	0.96686	0.00118764	0.00127782	1	0	0
40937	0.457498	0	0.0183454	0.0462433	0.158074	0.0883599	0.055429	0.158529	0.0903601	0.0534458	0.149589	0.0867886	0.0631474	0.150572	0.0887663	0.370195	0	0.00508113
40938	0.30501	0.00664962	0	0.00409461	0.0252894	0.520629	0.0040958	0.0268693	0.516804	0.00210626	0	0.562493	0.00210626	0	0.562433	1	0	0
40939	0.582454	0.00437727	0.0019407	0.0474692	0.165851	0.0907266	0.0635382	0.16218	0.0914318	0.0582407	0.164158	0.0917886	0.0772013	0.160528	0.0925378	0.518761	0.00170679	0.00443761
40940	0.962441	0.0236709	0.0218578	0.277079	0.224301	0.422304	0.277083	0.224114	0.421985	0.242575	0.23488	0.439179	0.242575	0.23488	0.439179	1	0	0
40941	0.246291	0	0.00318565	0.844845	0.0374824	0.0340615	0.844829	0.0374931	0.0340698	0.679885	0.0403056	0.0330485	0.679883	0.0403068	0.0330495	1	0	0
40942	0.696375	0.00565436	0.00380189	0.710061	0.0497002	0.0433526	0.629582	0.0495455	0.0414237	0.794712	0.0474278	0.042914	0.710245	0.0473151	0.0409445	0.261673	0.000939748	0
40943	0.990553	0	0	0.0414445	0.00477346	0.0166313	0.0414453	0.00475229	0.0165791	0.0414458	0.00475286	0.0165687	0.0414457	0.00475353	0.0165783	0.995653	0	0
40944	0.864017	0.00330845	0.00134993	0.831097	0.0805765	0.0879181	0.83104	0.0806591	0.0880385	0.806458	0.0756769	0.0831474	0.807035	0.0753159	0.0826761	1	0	0
40945	0.998525	0	0	0.318202	0.0355933	0.0612729	0.318209	0.0355925	0.061283	0.318215	0.0355989	0.0612801	0.318216	0.035595	0.0612727	1	0	0
40946	1	0	0	0.65426	0.0399528	0.0600981	0.654253	0.039977	0.0601356	0.654252	0.0399738	0.0601392	0.654255	0.0399684	0.0601222	0.999161	0	0
40947	0.140521	0	0.0211004	0.00280593	0	1.23676	0.00205825	0	1.26466	0.00678602	0	1.40491	0.00623424	0	1.40249	0.366116	0	0.00682001
40948	0.108095	0.00660759	0	0.87809	0.0311963	0.0350061	0.879415	0.0312066	0.0350995	0.527714	0.0253999	0.0416338	0.527714	0.0253987	0.0416373	0.998343	0	0
40949	0.977753	0.00068333	0.000713473	0.502531	0.0259383	0.0214528	0.502302	0.0258311	0.0213561	0.487561	0.0252911	0.0206823	0.48753	0.0253081	0.0206989	0.978546	0	0
40950	0.272533	0.00333919	0	0.730612	0.221801	0.261284	0.771604	0.218063	0.250274	0.653753	0.215526	0.267501	0.692544	0.211832	0.256227	0.47171	0.00435426	0
40951	1	0	0	0.541064	0.069175	0.0489083	0.541101	0.0689026	0.0487356	0.541094	0.0689109	0.0487437	0.541102	0.0688981	0.0487384	1	0	0
40952	0.367216	0	0.01217	0.00467602	0.00215653	0.716921	0.00467581	0.00121633	0.719948	0.00485271	0.0277598	0.583317	0.00485261	0.0281212	0.581771	0.997923	0	0
40953	1	0	0	0.372367	0.766206	0.285181	0.289892	0.85519	0.219402	0.372466	0.765425	0.284581	0.29006	0.851846	0.218779	0.687922	0.00532273	0
40954	0.991727	0.00405426	0.0039869	0.746175	0.021306	0.0173542	0.746066	0.0212569	0.0173062	0.720956	0.018188	0.0141517	0.72093	0.0181983	0.0141599	1	0	0
40956	0.295629	0	0.00263866	0.731642	0.147741	0.127404	0.731342	0.147872	0.127557	0.662685	0.154457	0.128125	0.662386	0.154655	0.128303	0.997506	0	0
40957	0.0589136	0.0506118	0	0.921507	0.188446	0.17596	0.750167	0.214613	0.162007	0.499618	0.0960851	0.169448	0.641979	0.131149	0.243686	0.250875	0.0132053	0
40959	0.450279	0.00484224	0.00172107	0.0674266	0.126214	0.17274	0.0678118	0.127316	0.174192	0.0527595	0.123147	0.171495	0.0531099	0.12415	0.172791	0.989366	0.000962905	0.000945399
40960	0.979292	0.00512366	0.00441186	0.416762	0.0919855	0.0696397	0.500741	0.0937562	0.0746916	0.466381	0.0877757	0.0683518	0.555851	0.089394	0.0732214	0.258995	0	0.00185192
40961	0.286262	0.00602283	0	0.939808	0.139803	0.14565	0.91964	0.145602	0.152851	0.793313	0.134653	0.157462	0.788544	0.139284	0.159452	0.474043	0	0.0308753
40962	0.317288	0	0.0119087	0.74808	0.459839	0.399748	0.748106	0.459859	0.399261	0.652608	0.465347	0.3845	0.652663	0.464794	0.384112	0.995395	0	0
40963	1	0.133191	0	0.303002	0.371177	0.593429	0.30298	0.371619	0.593803	0.335848	0.36317	0.56987	0.33586	0.362542	0.569169	1	0	0
40964	0.699512	0.00806411	0.0384237	0.74069	0.174739	0.16275	0.740468	0.174915	0.162925	0.824513	0.188343	0.179586	0.824479	0.188354	0.179564	1	0	0
40965	1	0	0	0.337079	0.187921	0.425593	0.409044	0.216111	0.431203	0.337079	0.187875	0.425598	0.408961	0.216153	0.431045	0.310129	0.00730922	0
40966	0.103764	0	0.00222549	0.061323	0.0253834	0.0456845	0.0613221	0.0253748	0.0456547	0.118228	0.0277442	0.0446606	0.11823	0.0277432	0.0446621	0.997251	0	0
40968	0.996419	0	0	0.256194	0	0.0728247	0.256161	0	0.0718564	0.25616	0	0.0718439	0.25616	0	0.0718444	1	0	0
40969	0.0485301	0.00481784	0	0.691054	0.0876638	0.0765388	0.698585	0.0882735	0.0773384	0.969664	0.0816314	0.0805754	0.975756	0.0821623	0.0813582	0.956417	0.00190544	0.0021245
40970	0.59835	0.000474563	0.00581406	0.0547527	0.102816	0.18895	0.0547484	0.102622	0.188293	0.0703843	0.108125	0.190378	0.070386	0.108156	0.19026	0.998939	0	0
40973	1	0	0	0.106249	0.00501706	0.0153615	0.10624	0.00497134	0.0151898	0.106233	0.00496856	0.0151848	0.10624	0.00496823	0.015183	1	0	0
40974	0.199664	0	0.0137127	0.175994	0.0477559	0.0857334	0.226453	0.0490071	0.0834094	0.364818	0.0527873	0.0742098	0.446272	0.0538112	0.0719698	0.254412	0.00238357	0
40975	0.883215	0.0107433	0.00875617	0.0368354	0.419318	0.665618	0.0368355	0.419271	0.665505	0.0325058	0.413511	0.664325	0.0325056	0.413568	0.664452	0.997477	0	0
40978	0.469579	0.00399474	0.00710693	0.00375903	0.112018	0.199366	0.00277633	0.110406	0.200903	0.00619083	0.115523	0.196558	0.00466043	0.113229	0.195875	0.951136	0.00498847	0.00355147
40979	0.0990518	0	0.00927572	0.140387	0.00647515	0.0453176	0.140387	0.00647563	0.0453149	0.679916	0.0252642	0.0350579	0.679903	0.0252572	0.0350516	0.997708	0	0
40980	1	0.00399583	0.00561791	0.268639	0.167406	0.22983	0.311596	0.169354	0.226841	0.278338	0.160335	0.218597	0.322566	0.162129	0.215765	0.28589	0.00222494	0
40982	0.25857	0.00303004	0.00795668	0.777674	0.0497963	0.055563	0.777649	0.049815	0.0555738	0.980425	0.058624	0.0581286	0.980385	0.0586158	0.0581171	0.998135	0	0
40983	0.850648	0.00579749	0.005109	0.990167	0.0666316	0.0663984	0.979906	0.0652623	0.0657454	0.956601	0.0647802	0.0635848	0.984295	0.0632617	0.0629144	0.453089	0	0.000818654
40984	1	0	0	0.427084	0.0192271	0.0125733	0.427035	0.0191879	0.0125464	0.427032	0.0191616	0.0125323	0.427017	0.0191198	0.0125114	1	0	0
40985	1	0	0	0.444911	0.0167439	0.0251172	0.444874	0.0167716	0.0251584	0.444865	0.0167767	0.0251664	0.444866	0.0167757	0.0251646	0.992409	0	0
40986	0.239805	0.00513747	0	0.696893	0.0174723	0.0128998	0.992428	0.0193458	0.0192058	1	0.013711	0.0137158	0.704605	0.0151104	0.0203273	0.24495	0	0.00425974
40987	0.675565	0.0294108	0.0144706	4.95402e-05	0.191887	0.301483	4.55606e-05	0.188907	0.297876	3.89436e-05	0.18224	0.287241	3.57458e-05	0.179383	0.283716	1	0.00219501	0.0021962
40988	0.99886	0	0	0.763314	0.055386	0.044581	0.763312	0.0553807	0.0445759	0.763315	0.0553719	0.0445745	0.763311	0.0553853	0.0445789	0.999456	0	0
40989	0.678574	0.00630797	0	0.722546	0.492091	0.578051	0.722338	0.493262	0.579083	0.610926	0.466534	0.582445	0.610944	0.465852	0.582393	1	0	0
40991	0.245644	0	0.0103627	0.251956	0.0172923	0.057684	0.162536	0.0171204	0.0649266	0.517926	0.0293103	0.051638	0.358941	0.0282819	0.0593436	0.247611	0	0.0088918
40992	0.130554	0	0.0269322	0.114951	0.103224	0.069119	0.14462	0.10544	0.0729499	0.0395032	0.119459	0.0712533	0.0524159	0.121542	0.0749872	0.257344	0	0.00159636
40993	0.0758108	0.013014	0.0378583	0.263833	0.0693667	0.041267	0.605797	0.0611973	0.0487869	0.0334222	0.109606	0.0482624	0.111239	0.10093	0.0562224	0.0465795	0	0.00802436
40994	1	0	0	0.0221794	0.000420612	0	0.022233	0.000429068	0	0.0224273	0.000510723	0	0.0225478	0.000523789	0	1	0	0
40995	1	0.00672931	0.00673014	0.549495	0.0982656	0.0734692	0.549517	0.0985121	0.0736344	0.549494	0.0982679	0.0734735	0.549499	0.0982717	0.0734869	1	0	0
40996	0.94322	0.0084199	0.00962392	0.00239133	0.094529	0.209036	0.00181469	0.0936091	0.210798	0.00245852	0.0906096	0.1976	0.00186715	0.0897754	0.199499	0.270626	0	0.0015589
40997	0.780385	0.0026337	0.00352283	0.907621	0.0677501	0.0661027	0.962757	0.0674391	0.0667743	0.820002	0.0670514	0.0639156	0.874958	0.0667224	0.0645535	0.269521	0	0.000584278
41001	0.0223729	0.0159986	0	0.696847	0.143298	0.123661	0.601461	0.146063	0.119606	0.825832	0.11995	0.130968	0.931935	0.122482	0.126876	0.288202	0.00291039	0
41003	1	0	0.0102879	0.393485	0.155779	0.228269	0.393433	0.155977	0.228655	0.384016	0.147491	0.215594	0.384031	0.147542	0.215687	1	0	0
41004	0.0579247	0	0.0108537	0.237448	0.125121	0.0824395	0.216027	0.126204	0.0810056	0.109371	0.131414	0.0746219	0.0970242	0.132742	0.0730644	0.415733	0.00384344	0
41005	0.263714	0.0378404	0.00544278	0.130331	0.395895	0.218722	0.130332	0.395809	0.21871	0.222595	0.389752	0.232514	0.222597	0.389712	0.232484	1	0	0
41006	0.249261	0	0.00204951	0.791178	0.00846156	0.0100462	0.791595	0.008502	0.010097	0.967645	0.0109466	0.0106713	0.966802	0.0109457	0.0106698	1	0	0
41007	0.964165	0.0065918	0.00708341	0.796362	0.027305	0.0321937	0.796445	0.0273919	0.0322963	0.802996	0.0315723	0.0369803	0.803014	0.0315627	0.0369629	1	0	0
41008	0.807774	0.00659451	0.00803278	0.9799	0.194919	0.194076	0.948081	0.192996	0.195453	0.952605	0.195141	0.193088	0.973161	0.193406	0.194553	0.265976	0	0.00168759
41010	1	0	0	0.803189	0.03167	0.0410384	0.311496	0.0192151	0.0622968	0.803258	0.0317153	0.0410437	0.311488	0.0191973	0.0623003	0.139427	0	0.0165679
41012	1	0	0	0.248068	0	0.0113841	0.248069	0	0.0114318	0.248069	0	0.0113825	0.248068	0	0.011384	0.997157	0	0
41014	1	0	0	0.0995615	0	0.0012049	0.098855	0	0.000995027	0.0993872	0	0.00116914	0.0988197	0	0.00119875	1	0	0
41015	1	0	0	0.99253	0.0304351	0.0302532	0.993679	0.0304153	0.0302357	0.993883	0.0304126	0.030233	0.993911	0.0304123	0.0302327	1	0	0
41016	0.256266	0	0.00394955	0.57141	0.019949	0.0331653	0.571402	0.0199411	0.0331659	0.84654	0.0256013	0.0297579	0.846379	0.0256133	0.0297815	0.998764	0	0
41018	0.120655	0	0.0075334	0.0276688	0.0824194	0.122792	0.0320985	0.0821665	0.12129	0.052377	0.0856079	0.122335	0.060117	0.0852863	0.120699	0.601123	0.00152829	0.000745718
41019	0.0544815	0	0.0111329	0.975578	0.0846271	0.0854068	0.975702	0.0847242	0.0855017	0.710714	0.0978757	0.0876681	0.710716	0.0978799	0.087672	1	0	0
41020	0.397927	0.00387539	0.012317	0.439723	0.074354	0.0414861	0.440244	0.0726419	0.0416405	0.26837	0.0776279	0.035937	0.268485	0.0777907	0.035888	0.994799	0	0
41021	0.00210816	0	0.0451315	0.326861	0.262146	0.334765	0.344174	0.260532	0.328895	0.940799	0.315986	0.321264	0.968185	0.313566	0.316242	0.692983	0.00197993	0
41022	0.260298	0.0157824	0.0420237	0.765254	0.0587412	0.0489751	0.765173	0.0586335	0.048894	0.303838	0.0862129	0.0487114	0.30385	0.0860739	0.0486376	0.993786	0	0
41023	0.345247	8.05496e-05	0.00627518	0.108273	0.0629674	0.100805	0.752176	0.0727778	0.0807257	0.160632	0.0678728	0.10132	0.899571	0.0774491	0.0806376	0.00289841	0.0197307	0.00115182
41024	5.67386e-05	0	0.0300201	0.381582	0.0240996	0.0160656	0.381582	0.0241009	0.016065	0.00397808	0.0545797	0.0177644	0.00397808	0.0545838	0.0177637	1	0	0
41025	0.563388	0.01673	0.00633732	0.0737215	0.106792	0.217342	0.0739822	0.10418	0.206786	0.0558686	0.102956	0.212395	0.0557715	0.100597	0.203152	0.574533	0	0.00279976
41026	0.987455	0.00211525	0.00205045	0.660508	0.0197731	0.0261217	0.660499	0.0197678	0.0261182	0.645918	0.0217286	0.0286359	0.647513	0.0217352	0.0286405	0.994746	0	0
41027	1	0	0	0.79826	0.0422875	0.0363686	0.79836	0.0422678	0.0363447	0.798301	0.0422877	0.0363736	0.798259	0.0422721	0.0363553	1	0	0
41028	0.951069	0.00631353	0.00422467	4.35207e-14	0.157649	0.903008	1.27343e-13	0.160237	0.895354	7.49401e-14	0.165551	0.898116	2.1505e-13	0.168103	0.889758	0.140974	0.00871217	0
41030	0.0449476	0.0118701	0	0.184411	0.0190211	0.0398834	0.184411	0.019024	0.0398978	0.0148471	0.00633756	0.0361346	0.0148475	0.00635836	0.0362982	1	0	0
41031	0.42777	0.0128711	0.00260908	0.724687	0.0751412	0.0652848	0.941107	0.0764034	0.0742591	0.950275	0.0629319	0.0612441	0.831221	0.0641587	0.0700353	0.114671	0	0.00507104
41034	0.491656	0	0.0291291	0.341838	0.184915	0.116532	0.341837	0.184823	0.116512	0.248535	0.20951	0.116706	0.24853	0.209517	0.116678	0.996922	0	0
41035	0.731128	0.014085	0.00947268	0.0220053	0.193291	0.429457	0.0253894	0.195531	0.41398	0.017158	0.187157	0.416881	0.0199534	0.189012	0.401374	0.357673	0.00339019	0
41036	0.0590214	0.00820153	0	0.9359	0.048369	0.0469131	0.936063	0.0483061	0.0468587	0.672929	0.0388084	0.0461248	0.672931	0.0388091	0.0461254	1	0	0
41038	0.323133	0.0062981	0.00186299	0.0877265	0.0866923	0.145673	0.0877281	0.0867051	0.145696	0.0508693	0.0762798	0.13958	0.0508693	0.0762858	0.139592	0.998391	0	0
41039	1	0	0	0.713077	0.032618	0.0440144	0.713087	0.0326244	0.0440068	0.713084	0.0326241	0.0440077	0.713084	0.0326199	0.0440082	1	0	0
41040	0.948173	0.0404802	0.0357987	0.10659	1.22136	3.89212	0.0934712	1.72088	5.75621	0.114642	1.06699	3.43134	0.0985569	1.41172	4.78681	0.261406	0	0.015451
41041	0.64056	0.00791003	0	0.432777	0.0588261	0.095143	0.432736	0.0584213	0.0944664	0.424988	0.0573803	0.0941151	0.424971	0.0574282	0.0942295	0.991295	0	0
41042	1	0	0	0.963705	0.0644897	0.0655926	0.963807	0.0644769	0.0655897	0.963673	0.06448	0.0656009	0.963801	0.0644885	0.0655911	1	0	0
41043	0.595165	0.00855632	0.0158814	0.505478	0.137451	0.216745	0.505486	0.137334	0.216319	0.765035	0.155208	0.185285	0.765039	0.155212	0.185284	1	0	0
41044	0.0902213	0.00201163	0.01355	0.663279	0.0755228	0.0835328	0.624762	0.0744265	0.0833841	0.949032	0.0861564	0.0849086	0.993075	0.0849444	0.0846849	0.444877	0	0.00106985
41045	0.99356	0	0	0.315283	0.00465964	0.00712569	0.31508	0.00461005	0.007049	0.315121	0.00460739	0.00704279	0.31511	0.00460758	0.00704308	1	0	0
41046	0.106499	0.00435286	0	0.17012	0.061082	0.0971283	0.212577	0.0602546	0.0922651	0.104539	0.0604437	0.103352	0.133039	0.0596075	0.0985026	0.26497	0.00228027	0
41047	0.821081	0.00841914	0.0112061	0.66628	0.354042	0.311971	0.666221	0.353806	0.311749	0.646435	0.347562	0.303743	0.64643	0.347562	0.303645	0.997888	0	0
41048	0.0971128	0	0.00203449	0.841577	0.021014	0.0226879	0.841733	0.0209913	0.0226608	0.877894	0.0232607	0.0219934	0.877866	0.0232624	0.0219727	1	0	0
41049	1	0.00125402	0.00125375	0.0585457	0.0300704	0.0563554	0.0585458	0.0301002	0.056381	0.0585458	0.0301019	0.0564087	0.0585461	0.0301011	0.0564063	0.997121	0	0
41050	0.0668842	0.000153142	0.00563297	0.354087	0.128088	0.108585	0.353974	0.127755	0.108381	0.223223	0.130003	0.104569	0.22316	0.13022	0.104702	0.996951	0	0
41051	0.148878	0.0120411	0.0021811	0.417088	0.0618526	0.0791101	0.417098	0.0618203	0.0790806	0.191357	0.0507128	0.0758515	0.191353	0.0506767	0.0758144	0.99781	0	0
41052	1	0	0	0.366334	0.00562257	0.0123925	0.366397	0.00561243	0.0123822	0.366326	0.00559586	0.0123396	0.366337	0.00556979	0.0122919	1	0	0
41053	1	0	0	0.545024	0.000866967	0.000401374	0.560907	0.00139087	0.000644324	0.540149	0.000873256	0.000404128	0.551127	0.00140023	0.00064865	1	0	0
41054	0.217918	0.0082053	0	0.0927392	0.280106	0.147889	0.0927485	0.279428	0.147719	0.143832	0.272005	0.15546	0.143832	0.272005	0.15546	1	0	0
41055	0.598645	0.000890388	0.00170599	0.0424487	0.0152126	0.0335369	0.0603733	0.016444	0.0337107	0.0508649	0.0158362	0.0336669	0.0708957	0.0169628	0.0336398	0.278252	0.00115747	0
41056	0.0562094	0	0.0149904	0.283778	0.133418	0.0670366	0.283786	0.133483	0.0671168	0.158535	0.158327	0.0691684	0.158536	0.158325	0.0691547	1	0	0
41058	0.576103	0	0.0128619	0.0733477	0.103644	0.433535	0.0583261	0.0989075	0.440286	0.107749	0.137369	0.387335	0.0874017	0.132902	0.393551	0.292138	0	0.00383182
41060	0.149246	0	0.00936317	0.852382	0.174717	0.183854	0.857637	0.179553	0.188765	0.969926	0.178469	0.176691	0.963568	0.183635	0.181376	0.00135345	0	0.00304701
41061	0.988607	0.0054611	0.00538901	0.171654	0.170262	0.258337	0.171644	0.17008	0.258009	0.170623	0.158524	0.242475	0.170626	0.158513	0.242449	1	0	0
41062	0.670991	0.00708313	0.0117304	0.15142	0.113413	0.186551	0.15142	0.113452	0.18662	0.195065	0.125011	0.192912	0.195067	0.124966	0.192827	0.998938	0	0
41063	1	0	0	0.809954	0.153108	0.17999	0.809961	0.153123	0.179948	0.80996	0.15312	0.179974	0.809959	0.153123	0.179949	1	0	0
41064	1	0	0	0.442519	0.0559617	0.0824351	0.442523	0.0559517	0.082413	0.442522	0.0559495	0.0824156	0.442523	0.0559506	0.0824111	1	0	0
41065	0.812494	0.0145381	0.0240857	0.173902	0.180203	0.256669	0.173903	0.180168	0.256635	0.188177	0.183583	0.256861	0.188177	0.183583	0.256862	0.999061	0	0
41067	0.989261	0	0	0.0922746	0.0261187	0.00864301	0.0922636	0.0262479	0.00869516	0.0922652	0.0262074	0.00868315	0.0922644	0.0262943	0.00870865	1	0	0
41068	0.246193	0	0.00460141	0.64053	0.0133159	0.00859784	0.640497	0.0131623	0.00849628	0.397337	0.016473	0.0078274	0.397306	0.0162561	0.00772192	0.991089	0	0
41069	0.990888	0	0	0.532877	0.0198447	0.0131441	0.533043	0.0196357	0.0130072	0.532977	0.0198184	0.0131265	0.532989	0.0196899	0.0130428	1	0	0
