seq_number	prob	query_distance	test_distance	mam_distance	ln_diff	distinct_sites	total_sites	ave_percent_identity	overall_percent_identity	min_undist	max_undist	ave_undist
17265	0.892937	0.0443214	0.0412496	0.0423423	0.0181143	41	206	92.3948220064725	88.8349514563107	0.07281554	0.07766990	0.07605178
17266	0.239568	0	0.00205782	0.00615448	1.38313	24	482	99.4467496542185	99.1701244813278	0.00207469	0.00829876	0.00553250666666667
17267	0.166803	0.0319818	0.00923886	0.0144569	1.91145	28	358	98.4171322160149	97.7653631284916	0.01117318	0.01955307	0.0158286766666667
17268	0.000130942	0.15128	0.291561	0.764343	14.6282	184	372	57.9749103942652	44.0860215053763	0.29569891	0.49731183	0.420250893333333
17269	1.11022e-16	0.131147	0.116521	0.363423	70.0398	207	867	76.3936947327951	68.0507497116494	0.16262975	0.27450982	0.236063053333333
17270	0.701828	0.0689624	0.0785527	0.264776	0.146577	118	398	77.3031825795645	67.5879396984925	0.13819095	0.27386934	0.22696817
17271	0.420755	0.021182	0.0378267	0.114617	0.648207	46	265	91.0691823899371	87.5471698113208	0.05283019	0.11320755	0.0893081766666667
17272	0.91757	0.0205003	0.022238	0.110516	0.0107113	39	202	90.9240924092409	86.6336633663366	0.03960396	0.11881188	0.0907590766666667
17273	0.0806299	0.0218888	0.0454971	0.0605802	3.05216	67	584	93.2648401826484	90.7534246575342	0.05479452	0.08219178	0.0673515966666667
17274	0.466106	0.0559662	0.0417217	0.10107	0.531191	78	407	88.3701883701884	84.029484029484	0.09090909	0.13513513	0.116298113333333
17275	0.256614	0.0858446	0.103695	0.163543	1.28693	244	1444	83.4025854108957	77.0775623268698	0.13988920	0.18559557	0.165974146666667
17276	0.613103	0.185286	0.145492	0.4176	0.255681	73	131	65.6488549618321	54.1984732824427	0.25954199	0.39694658	0.343511453333333
17277	0.614761	0.149704	0.12903	0.372923	0.2533	147	375	69.0666666666667	58.6666666666667	0.23199999	0.35466668	0.309333333333333
17278	0.742913	0.0538544	0.0578255	0.199906	0.107583	206	1088	80.3002450980392	72.0588235294118	0.11672794	0.23988971	0.19699755
17279	0.32748	0.08255	0.110256	0.443296	0.958837	177	665	76.4912280701754	67.5187969924812	0.13684210	0.28872180	0.235087713333333
17280	0.145523	0.0400165	0.0737648	0.223364	2.11857	95	406	82.512315270936	75.3694581280788	0.10098522	0.21674877	0.17487685
17281	0.947017	0.402178	0.410303	0.600781	0.00441599	131	184	47.463768115942	33.1521739130435	0.48369566	0.56521738	0.525362326666667
17282	0.625555	0.100144	0.0886479	0.302828	0.238138	208	770	76.7965367965368	68.5714285714286	0.15844156	0.27402598	0.23203463
17283	0.409908	0.0272051	0.0498996	0.0556577	0.679066	35	122	91.5300546448087	87.7049180327869	0.07377049	0.09836066	0.0846994533333333
17284	0.0111834	0.0650939	0.0938265	0.294388	6.43593	68	287	85.1335656213705	78.397212543554	0.09059233	0.18466899	0.148664343333333
17285	0.0283502	0.112326	0.0381441	0.299903	4.80664	78	259	80.3088803088803	72.2007722007722	0.11196911	0.25096524	0.19691119
17286	0.960232	0.0320179	0.0327196	0.0601083	0.00248629	65	473	93.0937279774489	90.2748414376321	0.05708245	0.07610994	0.06906272
17287	0.116428	0.0525154	0.109349	0.0447609	2.46473	42	161	89.0269151138716	84.472049689441	0.08074534	0.12422360	0.109730846666667
17288	0.00496874	0.0653617	0.0300857	0.217206	7.89078	143	914	81.7651349380015	73.6323851203501	0.09409191	0.23851204	0.182348653333333
17289	2.59786e-05	0.0955292	0.0879384	0.253676	17.6915	142	1094	89.7014015843997	85.1919561243144	0.06764168	0.12248629	0.102985983333333
17290	0.000340364	0.115688	0.277928	0.861686	12.8341	371	831	52.1058965102286	38.0264741275572	0.31889290	0.58604091	0.478941043333333
17291	0.0129907	0.109712	0.0570537	0.141957	6.17037	125	550	82.9090909090909	76.3636363636364	0.13818182	0.20363636	0.17090909
17292	0.178436	0.0458651	0.016478	0.209606	1.8106	58	212	84.2767295597484	77.3584905660377	0.06132076	0.21698113	0.157232706666667
17293	0.76321	0.0144511	0.0169474	0.117877	0.0907625	86	735	91.9727891156463	88.1632653061225	0.02857143	0.10748299	0.08027211
17294	0.164957	0.0582804	0.0139279	0.138259	1.92819	43	177	90.0188323917137	86.4406779661017	0.06779661	0.12429378	0.0998116733333333
17295	0.0532781	0.34871	0.311693	1.16002	3.73518	223	490	60.2721088435374	47.9591836734694	0.26734695	0.47142857	0.397278913333333
17296	0.0525002	0.144616	0.052159	0.715871	3.75976	143	487	76.7282683093771	68.1724845995893	0.11293635	0.29774126	0.232717313333333
17297	0.0109405	0.325096	0.137625	0.574259	6.47495	120	341	74.4868035190616	65.3958944281525	0.19941349	0.30498534	0.255131963333333
17298	0.00581637	0.139051	0.243816	0.509075	7.60633	277	728	62.3626373626374	49.8626373626374	0.27747253	0.44505495	0.37637363
17299	0.879424	0.139766	0.130855	0.401422	0.0230127	89	174	68.007662835249	56.3218390804598	0.22988506	0.36781609	0.319923366666667
17300	0.0124879	0.00798085	0.0699466	0.0676088	6.24025	40	260	94.1025641025641	91.9230769230769	0.05000000	0.07692308	0.05897436
17301	0.392619	0.233764	0.272604	0.281554	0.730816	198	495	64.3097643097643	53.3333333333333	0.35151514	0.36363637	0.356902356666667
17302	0.287185	0.093608	0.0631512	0.34839	1.13277	142	579	81.1744386873921	74.26597582038	0.10535406	0.23661485	0.188255613333333
17303	0.386123	0.0341655	0.0718755	0.112676	0.751116	36	128	89.84375	85.9375	0.07812500	0.12500000	0.1015625
17304	0.110864	0.0648537	0.110648	0.162207	2.54186	94	424	85.1415094339623	79.7169811320755	0.12500000	0.16981132	0.148584906666667
17305	0.420343	0.176273	0.133486	0.49967	0.649355	147	281	59.7864768683274	46.9750889679715	0.30249110	0.46975088	0.402135223333333
17306	0.967128	0.0463134	0.0460302	0.327432	0.00169836	500	4617	79.0628835463143	70.3487112843838	0.08447044	0.27247131	0.209371166666667
17307	0.433379	0.0387508	0.0308991	0.185415	0.613751	158	996	82.0615796519411	74.3975903614458	0.08835341	0.22590362	0.179384203333333
17308	0.121086	0.00581227	0.0564105	0.289738	2.40322	42	106	82.7044025157233	74.5283018867924	0.05660377	0.24528302	0.172955973333333
17309	0.72575	0.147836	0.156443	0.396581	0.12305	352	1209	68.9550592776399	58.560794044665	0.23159637	0.35318446	0.310449416666667
17310	0.9094	0.0517542	0.0492319	0.103423	0.0129494	60	416	91.5865384615385	88.2211538461538	0.06490385	0.09615385	0.0841346166666667
17311	0.0108129	0.137576	0.208737	0.42993	6.4958	71	127	64.8293963254593	51.9685039370079	0.25984251	0.40944883	0.351706036666667
17312	0.251019	0.0760649	0.0974918	0.257869	1.31762	211	1035	79.549114331723	71.8840579710145	0.13913043	0.23961353	0.204508856666667
17313	0.802762	0.0265818	0.0226433	0.106347	0.062387	63	373	91.5996425379803	88.2037533512064	0.04557641	0.10455764	0.0840035766666667
17314	0.361789	0.27731	0.224886	1.08543	0.831673	278	910	66.3003663003663	54.5054945054945	0.20109890	0.40659341	0.33699634
17315	0.00263218	0.104379	0.15303	0.275475	9.04636	180	788	80.9644670050761	74.238578680203	0.14974619	0.22081219	0.19035533
17316	0.963913	0.00987726	0.00942176	0.211394	0.00204696	53	273	86.9352869352869	80.5860805860806	0.01831502	0.18681319	0.130647133333333
17317	0.216002	0.0768959	0.114938	0.161991	1.53073	92	314	80.6794055201699	73.5668789808917	0.16878980	0.22292994	0.19320594
17318	7.48971e-05	0.119824	0.32318	0.617841	15.6829	237	632	65.7172995780591	54.746835443038	0.25632912	0.41297469	0.342827003333333
17319	0.00525169	0.0292494	0	0.0867111	7.79066	45	423	94.956658786446	92.6713947990544	0.02127660	0.07328605	0.0504334133333333
17320	8.4438e-12	0	0.473088	0.0563198	46.6599	46	187	90.5525846702317	86.096256684492	0.03208556	0.13903743	0.09447415
17321	0.0285737	0.0971857	0.145361	0.247403	4.79311	244	995	76.0134003350084	68.0402010050251	0.19597989	0.27336684	0.239865996666667
17322	0.181168	0.0481177	0.0756345	0.163257	1.78801	108	488	84.6994535519126	78.483606557377	0.10655738	0.18442623	0.153005463333333
17323	0.0296576	0.0894245	0.217282	0.455995	4.72903	93	221	66.5158371040724	54.7511312217195	0.23981901	0.40723982	0.334841633333333
17324	0.000410691	0.0771555	0.146765	0.245847	12.4829	82	246	77.2357723577236	69.1056910569106	0.17886178	0.26016259	0.22764227
17325	0.676663	0.0433022	0.0554379	0.270552	0.173907	69	218	81.0397553516819	72.9357798165138	0.08715596	0.24770643	0.189602446666667
17326	0.77083	0.186195	0.200452	0.466619	0.0848495	169	472	68.1497175141243	57.6271186440678	0.24152543	0.36016950	0.31850283
17327	0.940624	0.0712617	0.0694613	0.247137	0.00554802	135	870	87.4712643678161	83.1034482758621	0.08275862	0.14712644	0.125287356666667
17328	0.0444403	0	0.00863582	0.0270992	4.03975	31	513	98.4405458089669	97.6608187134503	0.00584795	0.02339181	0.01559454
17329	0.0219165	0.0416107	0.10687	0.180387	5.2524	79	380	86.6666666666667	81.0526315789474	0.09473684	0.16578947	0.133333333333333
17330	0.831639	0.0225323	0.0316855	0.0933243	0.0451989	24	71	92.9577464788732	90.1408450704225	0.04225352	0.08450704	0.0704225333333333
17331	0.124187	0.0364948	0.0897082	0.332861	2.3637	78	283	78.7985865724382	71.0247349823322	0.10600707	0.27208480	0.212014136666667
17332	0.0962953	0	0.0207435	0.0423723	2.76585	24	99	95.959595959596	93.9393939393939	0.02020202	0.06060606	0.04040404
17333	0.002624	0.038616	0.233557	0.127005	9.05205	43	82	75.609756097561	65.8536585365854	0.17073171	0.30487806	0.243902443333333
17334	0.935882	0.0554635	0.0514487	0.0585774	0.00647171	26	104	94.551282051282	92.3076923076923	0.04807692	0.05769231	0.05448718
17335	0.000120222	0.042279	0.0531216	0.248979	14.7892	89	514	87.8728923476005	82.4902723735408	0.05836576	0.15369649	0.121271073333333
17336	0.0968691	0.0704648	0.148769	0.472351	2.75635	109	249	68.5408299866131	57.429718875502	0.17670682	0.38955823	0.314591696666667
17337	0.360905	0.0878695	0.126953	0.255147	0.834741	84	403	87.3449131513648	82.3821339950372	0.09677419	0.14392060	0.126550866666667
17338	0.0257568	0.0414849	0.0116491	0.0613509	4.97227	49	540	95.0617283950617	93.3333333333333	0.03703704	0.06296296	0.0493827166666667
17339	0.168315	0.101477	0.0834385	0.211773	1.89788	301	2315	84.2764578833693	78.0993520518359	0.11706264	0.18185745	0.157235423333333
17340	0.086884	0.0311893	0.0366484	0.0765527	2.93118	53	499	93.253173012692	90.3807615230461	0.05010020	0.08016032	0.06746827
17341	0.454267	0.0267408	0.0336515	0.14321	0.559984	142	1035	87.0531400966183	81.3526570048309	0.06570049	0.16135266	0.129468603333333
17342	0.800671	0.155283	0.146295	0.432835	0.0637455	245	709	70.3338034790785	61.212976022567	0.21861777	0.33709449	0.296661966666667
17343	0.00235274	0.647144	0.3133	0.591597	9.25172	143	315	65.7142857142857	56.5079365079365	0.31428573	0.37777779	0.342857156666667
17344	0.31735	0.0678109	0.105902	0.26357	0.999837	92	311	79.7427652733119	72.6688102893891	0.14469454	0.24437299	0.20257235
17345	0.65212	0.00478197	0.00721537	0.0119702	0.203238	30	451	98.5218033998522	97.7827050997783	0.01108647	0.01773836	0.0147819633333333
17346	0.00988116	0.127878	0.237136	0.382952	6.6562	177	493	70.2501690331305	59.4320486815416	0.23732251	0.34888437	0.297498303333333
17347	0.622844	0.0898052	0.107462	0.255384	0.241891	98	275	77.6969696969697	69.0909090909091	0.16000000	0.25454545	0.2230303
17348	0.0593038	0.138211	0.188064	0.403779	3.55675	307	1176	70.7199546485261	60.2891156462585	0.22278911	0.33928570	0.292800446666667
17349	0.0248797	0.109845	0.182509	0.476376	5.03224	259	740	66.0810810810811	54.8648648648649	0.24054053	0.39864865	0.33918919
17350	0.279108	0.0889637	0.0644482	0.174464	1.17143	125	554	82.5511432009627	76.5342960288809	0.13357401	0.20036101	0.17448857
17351	0.000130488	0	0.47666	0	14.6347	27	182	97.4358974358974	96.1538461538462	0.00000000	0.03846154	0.0256410266666667
17352	6.56693e-06	0.0562122	0.0622584	0.246464	20.3154	92	332	80.1204819277108	72.5903614457831	0.11445783	0.24397591	0.19879518
17353	0.000134168	0.0782896	0.110469	0.487185	14.5823	107	333	76.6766766766767	67.2672672672673	0.12012012	0.29729730	0.233233236666667
17354	0.264841	0.0409979	0.0909317	0.160582	1.24327	42	124	85.752688172043	80.6451612903226	0.10483871	0.16935484	0.14247312
17355	0.0297044	0.0707163	0.183704	0.40122	4.72632	96	213	69.6400625978091	58.2159624413146	0.20657277	0.37558687	0.303599376666667
17356	0.0522775	0.011259	0.0391508	0.103294	3.76687	53	233	89.1273247496423	83.6909871244635	0.05579399	0.15021460	0.108726753333333
17357	0.018361	0.0124878	0.00579983	0.0374861	5.56137	100	2746	96.5647001699442	94.938091769847	0.01747997	0.04552076	0.034353
17358	0.725894	0.0424932	0.0499415	0.246459	0.122915	108	350	78.1904761904762	69.7142857142857	0.11142857	0.27142859	0.21809525
17359	0.10503	0	0.028979	0.120286	2.62745	32	262	96.6921119592875	95.4198473282443	0.01145038	0.04580153	0.03307888
17360	0.263375	0.0260162	0.0115292	0.107039	1.25093	54	318	91.9287211740042	88.0503144654088	0.03459119	0.11006289	0.0807127866666667
17361	0.681559	0.169152	0.189011	0.311474	0.168376	132	392	73.6394557823129	65.3061224489796	0.22704081	0.28826532	0.26360544
17362	0.831479	0.136023	0.162769	0.41331	0.0452859	40	66	71.7171717171717	63.6363636363636	0.21212122	0.31818181	0.28282828
17363	0.239173	0.0022699	0	0.0068415	1.38546	24	513	99.4801819363223	99.2202729044834	0.00194932	0.00779727	0.00519818
17364	0.66527	0.319177	0.353934	0.833494	0.187185	252	403	47.4772539288668	33.4987593052109	0.43424317	0.57816374	0.525227456666667
17365	0.290337	0.0380915	0.0193946	0.123665	1.11806	55	263	88.339670468948	83.2699619771863	0.06083650	0.15209125	0.116603293333333
17366	0.000437191	0.0941757	0.0354492	0.128408	12.3661	126	653	85.145482388974	79.1730474732006	0.12098009	0.18223584	0.14854518
17367	0.191125	0.2617	0.329835	0.725857	1.70893	409	784	49.3197278911565	35.4591836734694	0.41326532	0.56377554	0.50680273
17368	1	0	0	0.0404591	-3.28362e-09	19	81	97.5308641975309	96.2962962962963	0.00000000	0.03703704	0.02469136
17369	0.911696	0.0823727	0.0879291	0.401968	0.0122986	69	175	75.2380952380952	65.7142857142857	0.13714285	0.30285713	0.247619036666667
17370	0.232327	0.0592319	0.0806789	0.207734	1.42656	178	1370	89.0267639902676	85.2554744525548	0.07664233	0.12992701	0.10973236
17371	0.91841	0.163644	0.159321	0.345619	0.0104934	162	417	70.343725019984	60.9112709832134	0.23980816	0.32853717	0.29656275
17372	0.119613	0.129392	0.0813021	0.665347	2.42238	245	1001	75.3246753246753	66.2337662337662	0.11888112	0.31568432	0.24675325
17373	0.0256771	0.0667227	0.1167	0.230903	4.97763	165	739	81.0554803788904	73.6129905277402	0.14073072	0.22598106	0.189445196666667
17374	0.181302	0.0289054	0.0117217	0.0741648	1.78692	53	391	93.5208866155158	90.7928388746803	0.03580563	0.08439898	0.0647911366666667
17375	0.205627	0.028758	0.0529957	0.111709	1.60195	64	357	88.9822595704949	84.593837535014	0.07563026	0.13445379	0.11017741
17376	0.422372	0.0103937	0.0156501	0.0370338	0.643705	55	755	96.0264900662252	94.1721854304636	0.02516556	0.04900662	0.0397350966666667
17377	0.243216	0.0782462	0.054662	0.137174	1.36186	113	578	86.5051903114187	81.6608996539792	0.10553633	0.15570934	0.134948096666667
17378	0.992282	0.0263421	0.0264773	0.0713508	9.35593e-05	60	434	92.4731182795699	89.63133640553	0.05069124	0.08755761	0.07526882
17379	0.00320315	0.0713039	0.141545	0.25542	8.68798	124	393	76.9296013570823	68.1933842239186	0.17811705	0.27480915	0.230703983333333
17380	0.613668	0.0144605	0.011077	0.0507506	0.254867	61	1114	96.4093357271095	94.9730700179533	0.01974865	0.04488330	0.03590664
17381	0.537867	0.0256217	0.0314184	0.0966028	0.379507	105	1634	94.594043247654	92.4724602203182	0.03243574	0.06487148	0.0540595666666667
17382	0.771469	0.237873	0.202378	0.575031	0.0843636	67	120	66.9444444444444	57.5	0.24166666	0.37500000	0.330555553333333
17383	8.11773e-06	0	0.435768	0.0197598	19.9099	28	96	93.0555555555556	89.5833333333333	0.01041667	0.10416666	0.0694444433333333
17384	1.08699e-06	0.210623	0.533556	0.363165	23.7676	198	387	55.4694229112834	42.8940568475452	0.39018089	0.50129199	0.445305776666667
17385	0.19487	0.153339	0.204802	0.444629	1.68041	222	577	66.4355863662623	55.4592720970537	0.25303292	0.39168110	0.335644133333333
17386	0.10809	0.0416434	0.0164478	0.183091	2.58193	77	388	87.1993127147766	81.4432989690722	0.05154639	0.17525773	0.12800687
17387	0.17146	0.066033	0.0833913	0.189983	1.87013	217	948	78.3403656821378	69.3037974683544	0.15400843	0.25105485	0.216596336666667
17388	0.00270665	0	0.377732	0.0357163	8.99536	25	91	96.3369963369963	94.5054945054945	0.01098901	0.05494506	0.03663004
17389	0.0650881	0.00562133	0.022443	0.0342485	3.40274	41	446	96.5620328849028	95.067264573991	0.02466368	0.04484305	0.0343796733333333
17390	0.425953	0.0257674	0.0436087	0.0630785	0.633833	41	272	93.8725490196078	91.5441176470588	0.05147059	0.06985294	0.06127451
17391	7.9778e-06	0.0318917	0.139197	0.0281753	19.9432	69	363	89.623507805326	85.1239669421488	0.05234160	0.13223140	0.103764923333333
17392	0.00264108	0.0491001	0.00567109	0.105985	9.04019	64	297	88.1032547699214	83.1649831649832	0.07070707	0.15824915	0.118967446666667
17393	0.779149	0.0614434	0.0703722	0.221965	0.0786397	72	218	81.3455657492355	73.8532110091743	0.11926606	0.22477064	0.186544343333333
17394	0.748464	0.0238547	0.0294384	0.151815	0.102826	56	282	88.4160756501182	83.3333333333333	0.04964539	0.14893617	0.115839243333333
17395	6.96249e-06	0.220662	0.0369318	0.0117974	20.2035	48	170	85.8823529411765	80	0.04705882	0.18823530	0.141176473333333
17396	0.369355	0.0523471	0.0347019	0.204914	0.805832	97	464	85.9195402298851	80.3879310344828	0.07758620	0.17887931	0.140804593333333
17397	0.657599	0.151103	0.124245	0.304689	0.196453	72	144	71.7592592592593	61.1111111111111	0.21527778	0.33333334	0.282407406666667
17398	0.816951	0.0751662	0.0860053	0.229591	0.0535774	57	180	82.4074074074074	75.5555555555556	0.12222222	0.20555556	0.175925926666667
17399	0.128697	0.25929	0.379254	0.358349	2.30816	127	244	60.2459016393443	48.7704918032787	0.38524589	0.41803280	0.397540986666667
17400	0.831975	0.0682723	0.0635755	0.198074	0.0450157	113	435	79.3869731800766	71.7241379310345	0.14252874	0.24137931	0.206130273333333
17401	0.0157165	0.230481	0.13434	0.223513	5.83432	128	428	77.2585669781931	68.6915887850467	0.21261682	0.25233644	0.227414326666667
17402	0	0.042221	0.0941168	0.232637	75.3295	118	803	86.6749688667497	81.1955168119552	0.07845579	0.16936488	0.13325031
17403	0.496022	0.0451171	0.0265486	0.143869	0.463436	45	229	90.5385735080058	86.8995633187773	0.05240175	0.12227074	0.0946142633333333
17404	0.112349	0	0.0152852	0.0666761	2.52086	26	116	94.2528735632184	91.3793103448276	0.01724138	0.08620690	0.0574712666666667
17405	0	0.661565	0.0241684	0.029417	350.877	182	805	73.8302277432712	61.9875776397516	0.04596273	0.37142858	0.261697723333333
17406	0.959269	0.187927	0.190754	0.367963	0.00260827	132	326	70.1431492842536	60.7361963190184	0.25153375	0.32515338	0.298568506666667
17407	0.319031	0.0497984	0.0345531	0.090839	0.992913	88	609	90.9140667761357	87.3563218390805	0.07224959	0.10509031	0.0908593333333333
17408	0.736575	0.0477443	0.061695	0.371418	0.11316	69	178	76.5917602996255	67.4157303370787	0.10112359	0.30898875	0.234082386666667
17409	1	0	0	0	0	20	432	100	100	0.00000000	0	0
17410	0.0748214	0.0269593	0.0726862	0.0703823	3.17395	48	217	90.7834101382488	86.6359447004608	0.08294931	0.11059908	0.0921659
17411	0.283863	0.123515	0.0821185	0.292003	1.1485	115	431	81.1291569992266	75.4060324825986	0.14385150	0.22041763	0.188708426666667
17412	0.650908	0.142261	0.200706	1.01202	0.204757	89	134	54.726368159204	41.044776119403	0.28358209	0.55223882	0.452736316666667
17413	0.245557	0.00300657	0	0.0226116	1.34841	27	340	98.4313725490196	97.6470588235294	0.00294118	0.02352941	0.0156862766666667
17414	0.961268	0.155601	0.151811	0.617308	0.00235835	93	169	63.1163708086785	50.2958579881657	0.24852072	0.44378698	0.36883629
17415	0.995601	0.0955467	0.0958786	0.246665	3.03954e-05	76	294	83.1065759637188	76.8707482993197	0.12585033	0.19727892	0.16893424
17416	0.646329	0.296189	0.265959	0.908053	0.21056	289	527	49.652118912081	35.4838709677419	0.37381405	0.58064514	0.503478806666667
17417	6.76126e-14	0.100692	0.635198	0.36783	56.1359	152	267	55.8052434456929	41.9475655430712	0.33707866	0.53558052	0.44194757
17418	0.0815624	0.0328333	0.00557379	0.0385727	3.03349	31	130	93.8461538461538	90.7692307692308	0.04615385	0.08461539	0.0615384633333333
17419	0.126568	0.00777637	0.0172255	0.0391144	2.33411	56	700	95.6190476190476	93.5714285714286	0.02571429	0.05714286	0.0438095266666667
17420	0.397432	0.024029	0.0374825	0.116533	0.716083	64	402	90.3814262023217	86.318407960199	0.05472637	0.12189054	0.0961857366666667
17421	0.707087	0.0505861	0.0623806	0.108034	0.141204	48	237	90.436005625879	86.9198312236287	0.08016878	0.10548523	0.0956399466666667
17422	0.0807596	0.036665	0.173632	0.434647	3.04955	53	80	61.6666666666667	50	0.27500001	0.46250001	0.383333336666667
17423	0.87079	0.00799299	0.00714817	0.0598796	0.0264568	63	568	93.4859154929577	90.4929577464789	0.02112676	0.08802817	0.0651408466666667
17424	0.685442	0.0920069	0.119023	0.315389	0.164065	51	109	76.7584097859327	68.8073394495413	0.16513762	0.27522936	0.232415903333333
17425	0.184159	0.0929001	0.0491016	0.0952818	1.76373	53	135	81.4814814814815	74.0740740740741	0.17037037	0.21481481	0.185185183333333
17426	0.32591	0.0033602	0.0100957	0.0396298	0.965083	34	311	96.7845659163987	95.1768488745981	0.01286174	0.04501608	0.0321543433333333
17427	0.331477	0.0224361	0.0332387	0.2046	0.943119	117	819	85.6328856328856	79.3650793650794	0.05372405	0.19047619	0.143671143333333
17428	0.614516	0.390418	0.320723	0.574664	0.253651	79	102	51.6339869281046	37.2549019607843	0.42156863	0.52941179	0.48366014
17429	0.593271	0.0304847	0.045589	0.105072	0.285265	39	125	89.0666666666667	84	0.07200000	0.13600001	0.109333336666667
17430	0.244407	0.0258198	0	0.0251337	1.355	22	185	99.2792792792793	98.9189189189189	0.00540541	0.01081081	0.00720721
17431	0.521067	0.0234729	0.0298322	0.105302	0.411781	94	818	91.0757946210269	87.1638141809291	0.04767726	0.11246943	0.08924205
17432	0.30707	0.0268361	0.0420807	0.106035	1.04324	74	336	86.1111111111111	80.3571428571429	0.08928572	0.17261904	0.13888889
17433	0.611155	0.0231357	0.0322498	0.243584	0.258496	78	328	84.2479674796748	77.1341463414634	0.05487805	0.21036585	0.157520323333333
17434	0.00441203	0.197734	0.351077	0.531212	8.10594	277	653	61.9193466054109	51.7611026033691	0.32465544	0.42572740	0.380806536666667
17435	0.237653	0.0153731	0.035018	0.069343	1.39446	43	173	89.402697495183	84.9710982658959	0.06936416	0.13294798	0.105973023333333
17436	0.505506	0.207464	0.289223	0.649254	0.443359	79	112	53.2738095238095	41.0714285714286	0.36607143	0.53571427	0.4672619
17437	1	0	0	0.0269907	-1.118e-09	22	109	98.1651376146789	97.2477064220184	0.00000000	0.02752294	0.0183486266666667
17438	0.0544096	0.0195896	0	0.0536094	3.70009	29	193	96.5457685664939	94.8186528497409	0.01554404	0.05181347	0.0345423133333333
17439	0.129111	0.140881	0.229025	0.728001	2.30317	194	430	59.5348837209302	47.4418604651163	0.27441859	0.47441861	0.404651163333333
17440	0.0952401	0.104409	0.0347406	0.257734	2.7835	59	169	80.276134122288	72.7810650887574	0.12426036	0.25443786	0.197238656666667
17441	0.419545	0.233275	0.190553	0.337332	0.65159	150	340	65.6862745098039	55.5882352941177	0.30588236	0.36470589	0.343137263333333
17442	0.0552327	0.022857	0.00578918	0.0875968	3.67505	62	633	94.2074776197999	91.6271721958926	0.02369668	0.07898894	0.0579252233333333
17443	0.102719	0.0173558	0.00485086	0.0792112	2.66281	51	523	94.263862332696	91.7782026768642	0.02103250	0.07839388	0.0573613733333333
17444	0.261752	0.0724275	0.0505498	0.10337	1.25947	88	400	85.3333333333333	78.75	0.12250000	0.16750000	0.14666667
17445	0.974124	0.0203044	0.0199985	0.0593453	0.00105214	64	562	93.8315539739027	90.9252669039146	0.03914591	0.07295374	0.0616844633333333
17446	0.00152114	0.151227	0.198935	0.369347	10.0528	193	439	66.1351556567957	54.6697038724374	0.28018224	0.37585422	0.338648446666667
17447	0.504784	0.0276326	0.0407752	0.272881	0.444865	104	490	83.8775510204082	77.3469387755102	0.06122449	0.21224490	0.16122449
17448	0.657636	0.207668	0.242045	0.507831	0.196408	110	201	59.7014925373134	46.7661691542289	0.31840795	0.45273632	0.402985076666667
17449	0.765258	0.0452011	0.0576014	0.254127	0.0891519	44	109	82.262996941896	75.2293577981651	0.09174312	0.22018349	0.177370033333333
17450	1.72505e-05	0.187297	0.151372	0.454458	18.4711	182	429	64.2579642579643	51.7482517482517	0.26806527	0.41724941	0.357420353333333
17451	0.857855	0.0942838	0.0882853	0.225191	0.0320787	102	402	81.5091210613599	75.6218905472637	0.14427860	0.20895523	0.184908786666667
17452	0.828616	0.0811575	0.0750199	0.222437	0.0468625	104	341	79.6676441837732	71.8475073313783	0.14076246	0.23753665	0.203323556666667
17453	0.550742	0.251628	0.318768	0.567809	0.355989	90	136	56.3725490196078	41.9117647058824	0.36764705	0.47058824	0.43627451
17454	0.00116536	0.140822	0.0301142	0.0535197	10.5445	50	175	87.6190476190476	82.2857142857143	0.07428572	0.16000000	0.123809523333333
17455	0.141451	0.0811921	0.0533838	0.147946	2.1621	104	590	83.4463276836158	76.9491525423729	0.13050847	0.18644068	0.165536723333333
17456	0.929075	0.0890959	0.0919498	0.253581	0.00792252	103	331	77.9456193353474	68.8821752265861	0.14803626	0.25679758	0.220543806666667
17457	1.80921e-05	0.0569625	0.12586	0.240484	18.3803	212	910	77.4358974358974	68.9010989010989	0.16153847	0.27802199	0.225641033333333
17458	0.159346	0.0271501	0.0621188	0.18374	1.98042	67	214	80.6853582554517	73.8317757009346	0.11214953	0.23831776	0.193146416666667
17459	0.416108	0.00947954	0.0138818	0.0456837	0.661281	68	866	95.5735180908391	93.4180138568129	0.02309469	0.05658199	0.04426482
17460	0.367432	0.096708	0.123672	0.622886	0.812332	271	825	66.3434343434344	54.3030303030303	0.18060607	0.42060605	0.336565656666667
17461	0.858161	0.117812	0.123558	0.321189	0.0319393	158	494	72.6045883940621	62.9554655870445	0.19838056	0.31578946	0.273954113333333
17462	0.186087	0.109208	0.15108	0.480338	1.74833	228	604	66.280353200883	54.1390728476821	0.21523179	0.40231788	0.337196463333333
17463	0.122616	0.080339	0.0130455	0.289714	2.38359	51	154	84.4155844155844	78.5714285714286	0.07792208	0.20779221	0.15584416
17464	0.063977	0.00950888	0.024453	0.0479783	3.43116	53	519	94.2838792549775	91.5221579961464	0.03660886	0.07514451	0.0571612066666667
17465	0.779948	0.0530688	0.0472007	0.1451	0.0780573	73	333	86.3863863863864	80.4804804804805	0.08708709	0.16216215	0.13613613
17466	0.014272	0.117961	0.331691	0.563448	6.00418	111	205	61.1382113821138	50.2439024390244	0.29268292	0.45365855	0.388617883333333
